net,oam,connector,pads
OAM2_UART_TXD,2,Conn0,E3
OAM2_WARMRST#,2,Conn0,D2
OAM3_AUX_100M_REFCLKN,3,Conn1,F62
OAM3_AUX_100M_REFCLKP,3,Conn1,F61
OAM3_AUX_156M_REFCLKN,3,Conn1,H46
OAM3_AUX_156M_REFCLKP,3,Conn1,H45
OAM3_DEBUG_PORT_PRSNT#,3,Conn1,G56
OAM3_DWN_PERST#,3,Conn1,F58
OAM3_DWN_REFCLKN,3,Conn1,E60
OAM3_DWN_REFCLKP,3,Conn1,E59
OAM3_FW_RECOVERY#,3,Conn0,A4
OAM3_HOST_PWRGD,3,Conn0,H1
OAM3_I2C_CLK,3,Conn0,G4
OAM3_I2C_D,3,Conn0,G3
OAM3_JTAG0_TCK,3,Conn0,F21
OAM3_JTAG0_TDI,3,Conn0,F17
OAM3_JTAG0_TDO,3,Conn0,F25
OAM3_JTAG0_TMS,3,Conn0,F18
OAM3_JTAG0_TRST,3,Conn0,F22
OAM3_JTAG1_TCK,3,Conn1,K61
OAM3_JTAG1_TDI,3,Conn1,J63
OAM3_JTAG1_TDO,3,Conn1,K62
OAM3_JTAG1_TMS,3,Conn1,L60
OAM3_JTAG1_TRST,3,Conn1,L59
OAM3_LINK_CONFIG[0],3,Conn1,F54
OAM3_LINK_CONFIG[1],3,Conn1,F53
OAM3_LINK_CONFIG[2],3,Conn1,F50
OAM3_LINK_CONFIG[3],3,Conn1,F49
OAM3_LINK_CONFIG[4],3,Conn1,F46
OAM3_MANF_MODE#,3,Conn0,A3
OAM3_MODULE_ID[0],3,Conn0,F14
OAM3_MODULE_ID[1],3,Conn0,F13
OAM3_MODULE_ID[2],3,Conn0,F10
OAM3_MODULE_ID[3],3,Conn0,F9
OAM3_MODULE_ID[4],3,Conn0,F6
OAM3_MODULE_PWRGD,3,Conn0,H2
OAM3_PCIE_RX0N,3,Conn0,C44
OAM3_PCIE_RX0P,3,Conn0,C43
OAM3_PCIE_RX10N,3,Conn0,C52
OAM3_PCIE_RX10P,3,Conn0,C51
OAM3_PCIE_RX11N,3,Conn0,A52
OAM3_PCIE_RX11P,3,Conn0,A51
OAM3_PCIE_RX12N,3,Conn0,D54
OAM3_PCIE_RX12P,3,Conn0,D53
OAM3_PCIE_RX13N,3,Conn0,B54
OAM3_PCIE_RX13P,3,Conn0,B53
OAM3_PCIE_RX14N,3,Conn0,C56
OAM3_PCIE_RX14P,3,Conn0,C55
OAM3_PCIE_RX15N,3,Conn0,A56
OAM3_PCIE_RX15P,3,Conn0,A55
OAM3_PCIE_RX1N,3,Conn0,A44
OAM3_PCIE_RX1P,3,Conn0,A43
OAM3_PCIE_RX2N,3,Conn0,D46
OAM3_PCIE_RX2P,3,Conn0,D45
OAM3_PCIE_RX3N,3,Conn0,B46
OAM3_PCIE_RX3P,3,Conn0,B45
OAM3_PCIE_RX4N,3,Conn0,E48
OAM3_PCIE_RX4P,3,Conn0,E47
OAM3_PCIE_RX5N,3,Conn0,C48
OAM3_PCIE_RX5P,3,Conn0,C47
OAM3_PCIE_RX6N,3,Conn0,A48
OAM3_PCIE_RX6P,3,Conn0,A47
OAM3_PCIE_RX7N,3,Conn0,D50
OAM3_PCIE_RX7P,3,Conn0,D49
OAM3_PCIE_RX8N,3,Conn0,B50
OAM3_PCIE_RX8P,3,Conn0,B49
OAM3_PCIE_RX9N,3,Conn0,E52
OAM3_PCIE_RX9P,3,Conn0,E51
OAM3_PCIE_TX0N,3,Conn0,L44
OAM3_PCIE_TX0P,3,Conn0,L43
OAM3_PCIE_TX10N,3,Conn0,J52
OAM3_PCIE_TX10P,3,Conn0,J51
OAM3_PCIE_TX11N,3,Conn0,G52
OAM3_PCIE_TX11P,3,Conn0,G51
OAM3_PCIE_TX12N,3,Conn0,K54
OAM3_PCIE_TX12P,3,Conn0,K53
OAM3_PCIE_TX13N,3,Conn0,H54
OAM3_PCIE_TX13P,3,Conn0,H53
OAM3_PCIE_TX14N,3,Conn0,L56
OAM3_PCIE_TX14P,3,Conn0,L55
OAM3_PCIE_TX15N,3,Conn0,J56
OAM3_PCIE_TX15P,3,Conn0,J55
OAM3_PCIE_TX1N,3,Conn0,J44
OAM3_PCIE_TX1P,3,Conn0,J43
OAM3_PCIE_TX2N,3,Conn0,K46
OAM3_PCIE_TX2P,3,Conn0,K45
OAM3_PCIE_TX3N,3,Conn0,H46
OAM3_PCIE_TX3P,3,Conn0,H45
OAM3_PCIE_TX4N,3,Conn0,L48
OAM3_PCIE_TX4P,3,Conn0,L47
OAM3_PCIE_TX5N,3,Conn0,J48
OAM3_PCIE_TX5P,3,Conn0,J47
OAM3_PCIE_TX6N,3,Conn0,G48
OAM3_PCIE_TX6P,3,Conn0,G47
OAM3_PCIE_TX7N,3,Conn0,K50
OAM3_PCIE_TX7P,3,Conn0,K49
OAM3_PCIE_TX8N,3,Conn0,H50
OAM3_PCIE_TX8P,3,Conn0,H49
OAM3_PCIE_TX9N,3,Conn0,L52
OAM3_PCIE_TX9P,3,Conn0,L51
OAM3_PERST#,3,Conn0,D1
OAM3_PE_BIF[0],3,Conn1,B62
OAM3_PE_BIF[1],3,Conn1,B61
OAM3_PE_REFCLKN,3,Conn0,F46
OAM3_PE_REFCLKP,3,Conn0,F45
OAM3_PLINK_CAP,3,Conn1,F57
OAM3_PRSNT0#,3,Conn0,J4
OAM3_PRSNT1#,3,Conn1,C63
OAM3_PVREF,3,Conn0,G1 G2
OAM3_PWRBRK#,3,Conn0,C3
OAM3_PWRRDT#0,3,Conn1,F25
OAM3_PWRRDT#1,3,Conn1,F26
OAM3_SCALE_DEBUG_EN,3,Conn1,G55
OAM3_SLV_ALERT#,3,Conn0,L4
OAM3_SMBus_SLV_CLK,3,Conn0,J3
OAM3_SMBus_SLV_D,3,Conn0,L3
OAM3_THERMTRIP#,3,Conn1,C64
OAM3_UART_RXD,3,Conn0,E4
OAM3_UART_TXD,3,Conn0,E3
OAM3_WARMRST#,3,Conn0,D2
OAM4_AUX_100M_REFCLKN,4,Conn1,F62
OAM4_AUX_100M_REFCLKP,4,Conn1,F61
OAM4_AUX_156M_REFCLKN,4,Conn1,H46
OAM4_AUX_156M_REFCLKP,4,Conn1,H45
OAM4_DEBUG_PORT_PRSNT#,4,Conn1,G56
OAM4_DWN_PERST#,4,Conn1,F58
OAM4_DWN_REFCLKN,4,Conn1,E60
OAM4_DWN_REFCLKP,4,Conn1,E59
OAM4_FW_RECOVERY#,4,Conn0,A4
OAM4_HOST_PWRGD,4,Conn0,H1
OAM4_I2C_CLK,4,Conn0,G4
OAM4_I2C_D,4,Conn0,G3
OAM4_JTAG0_TCK,4,Conn0,F21
OAM4_JTAG0_TDI,4,Conn0,F17
OAM4_JTAG0_TDO,4,Conn0,F25
OAM4_JTAG0_TMS,4,Conn0,F18
OAM4_JTAG0_TRST,4,Conn0,F22
OAM4_JTAG1_TCK,4,Conn1,K61
OAM4_JTAG1_TDI,4,Conn1,J63
OAM4_JTAG1_TDO,4,Conn1,K62
OAM4_JTAG1_TMS,4,Conn1,L60
OAM4_JTAG1_TRST,4,Conn1,L59
OAM4_LINK_CONFIG[0],4,Conn1,F54
OAM4_LINK_CONFIG[1],4,Conn1,F53
OAM4_LINK_CONFIG[2],4,Conn1,F50
OAM4_LINK_CONFIG[3],4,Conn1,F49
OAM4_LINK_CONFIG[4],4,Conn1,F46
OAM4_MANF_MODE#,4,Conn0,A3
OAM4_MODULE_ID[0],4,Conn0,F14
OAM4_MODULE_ID[1],4,Conn0,F13
OAM4_MODULE_ID[2],4,Conn0,F10
OAM4_MODULE_ID[3],4,Conn0,F9
OAM4_MODULE_ID[4],4,Conn0,F6
OAM4_MODULE_PWRGD,4,Conn0,H2
OAM4_PCIE_RX0N,4,Conn0,C44
OAM4_PCIE_RX0P,4,Conn0,C43
OAM4_PCIE_RX10N,4,Conn0,C52
OAM4_PCIE_RX10P,4,Conn0,C51
OAM4_PCIE_RX11N,4,Conn0,A52
OAM4_PCIE_RX11P,4,Conn0,A51
OAM4_PCIE_RX12N,4,Conn0,D54
OAM4_PCIE_RX12P,4,Conn0,D53
OAM4_PCIE_RX13N,4,Conn0,B54
OAM4_PCIE_RX13P,4,Conn0,B53
OAM4_PCIE_RX14N,4,Conn0,C56
OAM4_PCIE_RX14P,4,Conn0,C55
OAM4_PCIE_RX15N,4,Conn0,A56
OAM4_PCIE_RX15P,4,Conn0,A55
OAM4_PCIE_RX1N,4,Conn0,A44
OAM4_PCIE_RX1P,4,Conn0,A43
OAM4_PCIE_RX2N,4,Conn0,D46
OAM4_PCIE_RX2P,4,Conn0,D45
OAM4_PCIE_RX3N,4,Conn0,B46
OAM4_PCIE_RX3P,4,Conn0,B45
OAM4_PCIE_RX4N,4,Conn0,E48
OAM4_PCIE_RX4P,4,Conn0,E47
OAM4_PCIE_RX5N,4,Conn0,C48
OAM4_PCIE_RX5P,4,Conn0,C47
OAM4_PCIE_RX6N,4,Conn0,A48
OAM4_PCIE_RX6P,4,Conn0,A47
OAM4_PCIE_RX7N,4,Conn0,D50
OAM4_PCIE_RX7P,4,Conn0,D49
OAM4_PCIE_RX8N,4,Conn0,B50
OAM4_PCIE_RX8P,4,Conn0,B49
OAM4_PCIE_RX9N,4,Conn0,E52
OAM4_PCIE_RX9P,4,Conn0,E51
OAM4_PCIE_TX0N,4,Conn0,L44
OAM4_PCIE_TX0P,4,Conn0,L43
OAM4_PCIE_TX10N,4,Conn0,J52
OAM4_PCIE_TX10P,4,Conn0,J51
OAM4_PCIE_TX11N,4,Conn0,G52
OAM4_PCIE_TX11P,4,Conn0,G51
OAM4_PCIE_TX12N,4,Conn0,K54
OAM4_PCIE_TX12P,4,Conn0,K53
OAM4_PCIE_TX13N,4,Conn0,H54
OAM4_PCIE_TX13P,4,Conn0,H53
OAM4_PCIE_TX14N,4,Conn0,L56
OAM4_PCIE_TX14P,4,Conn0,L55
OAM4_PCIE_TX15N,4,Conn0,J56
OAM4_PCIE_TX15P,4,Conn0,J55
OAM4_PCIE_TX1N,4,Conn0,J44
OAM4_PCIE_TX1P,4,Conn0,J43
OAM4_PCIE_TX2N,4,Conn0,K46
OAM4_PCIE_TX2P,4,Conn0,K45
OAM4_PCIE_TX3N,4,Conn0,H46
OAM4_PCIE_TX3P,4,Conn0,H45
OAM4_PCIE_TX4N,4,Conn0,L48
OAM4_PCIE_TX4P,4,Conn0,L47
OAM4_PCIE_TX5N,4,Conn0,J48
OAM4_PCIE_TX5P,4,Conn0,J47
OAM4_PCIE_TX6N,4,Conn0,G48
OAM4_PCIE_TX6P,4,Conn0,G47
OAM4_PCIE_TX7N,4,Conn0,K50
OAM4_PCIE_TX7P,4,Conn0,K49
OAM4_PCIE_TX8N,4,Conn0,H50
OAM4_PCIE_TX8P,4,Conn0,H49
OAM4_PCIE_TX9N,4,Conn0,L52
OAM4_PCIE_TX9P,4,Conn0,L51
OAM4_PERST#,4,Conn0,D1
OAM4_PE_BIF[0],4,Conn1,B62
OAM4_PE_BIF[1],4,Conn1,B61
OAM4_PE_REFCLKN,4,Conn0,F46
OAM4_PE_REFCLKP,4,Conn0,F45
OAM4_PLINK_CAP,4,Conn1,F57
OAM4_PRSNT0#,4,Conn0,J4
OAM4_PRSNT1#,4,Conn1,C63
OAM4_PVREF,4,Conn0,G1 G2
OAM4_PWRBRK#,4,Conn0,C3
OAM4_PWRRDT#0,4,Conn1,F25
OAM4_PWRRDT#1,4,Conn1,F26
OAM4_SCALE_DEBUG_EN,4,Conn1,G55
OAM4_SLV_ALERT#,4,Conn0,L4
OAM4_SMBus_SLV_CLK,4,Conn0,J3
OAM4_SMBus_SLV_D,4,Conn0,L3
OAM4_THERMTRIP#,4,Conn1,C64
OAM4_UART_RXD,4,Conn0,E4
OAM4_UART_TXD,4,Conn0,E3
OAM4_WARMRST#,4,Conn0,D2
OAM5_AUX_100M_REFCLKN,5,Conn1,F62
OAM5_AUX_100M_REFCLKP,5,Conn1,F61
OAM5_AUX_156M_REFCLKN,5,Conn1,H46
OAM5_AUX_156M_REFCLKP,5,Conn1,H45
OAM5_DEBUG_PORT_PRSNT#,5,Conn1,G56
OAM5_DWN_PERST#,5,Conn1,F58
OAM5_DWN_REFCLKN,5,Conn1,E60
OAM5_DWN_REFCLKP,5,Conn1,E59
OAM5_FW_RECOVERY#,5,Conn0,A4
OAM5_HOST_PWRGD,5,Conn0,H1
OAM5_I2C_CLK,5,Conn0,G4
OAM5_I2C_D,5,Conn0,G3
OAM5_JTAG0_TCK,5,Conn0,F21
OAM5_JTAG0_TDI,5,Conn0,F17
OAM5_JTAG0_TDO,5,Conn0,F25
OAM5_JTAG0_TMS,5,Conn0,F18
OAM5_JTAG0_TRST,5,Conn0,F22
OAM5_JTAG1_TCK,5,Conn1,K61
OAM5_JTAG1_TDI,5,Conn1,J63
OAM5_JTAG1_TDO,5,Conn1,K62
OAM5_JTAG1_TMS,5,Conn1,L60
OAM5_JTAG1_TRST,5,Conn1,L59
OAM5_LINK_CONFIG[0],5,Conn1,F54
OAM5_LINK_CONFIG[1],5,Conn1,F53
OAM5_LINK_CONFIG[2],5,Conn1,F50
OAM5_LINK_CONFIG[3],5,Conn1,F49
OAM5_LINK_CONFIG[4],5,Conn1,F46
OAM5_MANF_MODE#,5,Conn0,A3
OAM5_MODULE_ID[0],5,Conn0,F14
OAM5_MODULE_ID[1],5,Conn0,F13
OAM5_MODULE_ID[2],5,Conn0,F10
OAM5_MODULE_ID[3],5,Conn0,F9
OAM5_MODULE_ID[4],5,Conn0,F6
OAM5_MODULE_PWRGD,5,Conn0,H2
OAM5_PCIE_RX0N,5,Conn0,C44
OAM5_PCIE_RX0P,5,Conn0,C43
OAM5_PCIE_RX10N,5,Conn0,C52
OAM5_PCIE_RX10P,5,Conn0,C51
OAM5_PCIE_RX11N,5,Conn0,A52
OAM5_PCIE_RX11P,5,Conn0,A51
OAM5_PCIE_RX12N,5,Conn0,D54
OAM5_PCIE_RX12P,5,Conn0,D53
OAM5_PCIE_RX13N,5,Conn0,B54
OAM5_PCIE_RX13P,5,Conn0,B53
OAM5_PCIE_RX14N,5,Conn0,C56
OAM5_PCIE_RX14P,5,Conn0,C55
OAM5_PCIE_RX15N,5,Conn0,A56
OAM5_PCIE_RX15P,5,Conn0,A55
OAM5_PCIE_RX1N,5,Conn0,A44
OAM5_PCIE_RX1P,5,Conn0,A43
OAM5_PCIE_RX2N,5,Conn0,D46
OAM5_PCIE_RX2P,5,Conn0,D45
OAM5_PCIE_RX3N,5,Conn0,B46
OAM5_PCIE_RX3P,5,Conn0,B45
OAM5_PCIE_RX4N,5,Conn0,E48
OAM5_PCIE_RX4P,5,Conn0,E47
OAM5_PCIE_RX5N,5,Conn0,C48
OAM5_PCIE_RX5P,5,Conn0,C47
OAM5_PCIE_RX6N,5,Conn0,A48
OAM5_PCIE_RX6P,5,Conn0,A47
OAM5_PCIE_RX7N,5,Conn0,D50
OAM5_PCIE_RX7P,5,Conn0,D49
OAM5_PCIE_RX8N,5,Conn0,B50
OAM5_PCIE_RX8P,5,Conn0,B49
OAM5_PCIE_RX9N,5,Conn0,E52
OAM5_PCIE_RX9P,5,Conn0,E51
OAM5_PCIE_TX0N,5,Conn0,L44
OAM5_PCIE_TX0P,5,Conn0,L43
OAM5_PCIE_TX10N,5,Conn0,J52
OAM5_PCIE_TX10P,5,Conn0,J51
OAM5_PCIE_TX11N,5,Conn0,G52
OAM5_PCIE_TX11P,5,Conn0,G51
OAM5_PCIE_TX12N,5,Conn0,K54
OAM5_PCIE_TX12P,5,Conn0,K53
OAM5_PCIE_TX13N,5,Conn0,H54
OAM5_PCIE_TX13P,5,Conn0,H53
OAM5_PCIE_TX14N,5,Conn0,L56
OAM5_PCIE_TX14P,5,Conn0,L55
OAM5_PCIE_TX15N,5,Conn0,J56
OAM5_PCIE_TX15P,5,Conn0,J55
OAM5_PCIE_TX1N,5,Conn0,J44
OAM5_PCIE_TX1P,5,Conn0,J43
OAM5_PCIE_TX2N,5,Conn0,K46
OAM5_PCIE_TX2P,5,Conn0,K45
OAM5_PCIE_TX3N,5,Conn0,H46
OAM5_PCIE_TX3P,5,Conn0,H45
OAM5_PCIE_TX4N,5,Conn0,L48
OAM5_PCIE_TX4P,5,Conn0,L47
OAM5_PCIE_TX5N,5,Conn0,J48
OAM5_PCIE_TX5P,5,Conn0,J47
OAM5_PCIE_TX6N,5,Conn0,G48
OAM5_PCIE_TX6P,5,Conn0,G47
OAM5_PCIE_TX7N,5,Conn0,K50
OAM5_PCIE_TX7P,5,Conn0,K49
OAM5_PCIE_TX8N,5,Conn0,H50
OAM5_PCIE_TX8P,5,Conn0,H49
OAM5_PCIE_TX9N,5,Conn0,L52
OAM5_PCIE_TX9P,5,Conn0,L51
OAM5_PERST#,5,Conn0,D1
OAM5_PE_BIF[0],5,Conn1,B62
OAM5_PE_BIF[1],5,Conn1,B61
OAM5_PE_REFCLKN,5,Conn0,F46
OAM5_PE_REFCLKP,5,Conn0,F45
OAM5_PLINK_CAP,5,Conn1,F57
OAM5_PRSNT0#,5,Conn0,J4
OAM5_PRSNT1#,5,Conn1,C63
OAM5_PVREF,5,Conn0,G1 G2
OAM5_PWRBRK#,5,Conn0,C3
OAM5_PWRRDT#0,5,Conn1,F25
OAM5_PWRRDT#1,5,Conn1,F26
OAM5_SCALE_DEBUG_EN,5,Conn1,G55
OAM5_SLV_ALERT#,5,Conn0,L4
OAM5_SMBus_SLV_CLK,5,Conn0,J3
OAM5_SMBus_SLV_D,5,Conn0,L3
OAM5_THERMTRIP#,5,Conn1,C64
OAM5_UART_RXD,5,Conn0,E4
OAM5_UART_TXD,5,Conn0,E3
OAM5_WARMRST#,5,Conn0,D2
OAM6_AUX_100M_REFCLKN,6,Conn1,F62
OAM6_AUX_100M_REFCLKP,6,Conn1,F61
OAM6_AUX_156M_REFCLKN,6,Conn1,H46
OAM6_AUX_156M_REFCLKP,6,Conn1,H45
OAM6_DEBUG_PORT_PRSNT#,6,Conn1,G56
OAM6_DWN_PERST#,6,Conn1,F58
OAM6_DWN_REFCLKN,6,Conn1,E60
OAM6_DWN_REFCLKP,6,Conn1,E59
OAM6_FW_RECOVERY#,6,Conn0,A4
OAM6_HOST_PWRGD,6,Conn0,H1
OAM6_I2C_CLK,6,Conn0,G4
OAM6_I2C_D,6,Conn0,G3
OAM6_JTAG0_TCK,6,Conn0,F21
OAM6_JTAG0_TDI,6,Conn0,F17
OAM6_JTAG0_TDO,6,Conn0,F25
OAM6_JTAG0_TMS,6,Conn0,F18
OAM6_JTAG0_TRST,6,Conn0,F22
OAM6_JTAG1_TCK,6,Conn1,K61
OAM6_JTAG1_TDI,6,Conn1,J63
OAM6_JTAG1_TDO,6,Conn1,K62
OAM6_JTAG1_TMS,6,Conn1,L60
OAM6_JTAG1_TRST,6,Conn1,L59
OAM6_LINK_CONFIG[0],6,Conn1,F54
OAM6_LINK_CONFIG[1],6,Conn1,F53
OAM6_LINK_CONFIG[2],6,Conn1,F50
OAM6_LINK_CONFIG[3],6,Conn1,F49
OAM6_LINK_CONFIG[4],6,Conn1,F46
OAM6_MANF_MODE#,6,Conn0,A3
OAM6_MODULE_ID[0],6,Conn0,F14
OAM6_MODULE_ID[1],6,Conn0,F13
OAM6_MODULE_ID[2],6,Conn0,F10
OAM6_MODULE_ID[3],6,Conn0,F9
OAM6_MODULE_ID[4],6,Conn0,F6
OAM6_MODULE_PWRGD,6,Conn0,H2
OAM6_PCIE_RX0N,6,Conn0,C44
OAM6_PCIE_RX0P,6,Conn0,C43
OAM6_PCIE_RX10N,6,Conn0,C52
OAM6_PCIE_RX10P,6,Conn0,C51
OAM6_PCIE_RX11N,6,Conn0,A52
OAM6_PCIE_RX11P,6,Conn0,A51
OAM6_PCIE_RX12N,6,Conn0,D54
OAM6_PCIE_RX12P,6,Conn0,D53
OAM6_PCIE_RX13N,6,Conn0,B54
OAM6_PCIE_RX13P,6,Conn0,B53
OAM6_PCIE_RX14N,6,Conn0,C56
OAM6_PCIE_RX14P,6,Conn0,C55
OAM6_PCIE_RX15N,6,Conn0,A56
OAM6_PCIE_RX15P,6,Conn0,A55
OAM6_PCIE_RX1N,6,Conn0,A44
OAM6_PCIE_RX1P,6,Conn0,A43
OAM6_PCIE_RX2N,6,Conn0,D46
OAM6_PCIE_RX2P,6,Conn0,D45
OAM6_PCIE_RX3N,6,Conn0,B46
OAM6_PCIE_RX3P,6,Conn0,B45
OAM6_PCIE_RX4N,6,Conn0,E48
OAM6_PCIE_RX4P,6,Conn0,E47
OAM6_PCIE_RX5N,6,Conn0,C48
OAM6_PCIE_RX5P,6,Conn0,C47
OAM6_PCIE_RX6N,6,Conn0,A48
OAM6_PCIE_RX6P,6,Conn0,A47
OAM6_PCIE_RX7N,6,Conn0,D50
OAM6_PCIE_RX7P,6,Conn0,D49
OAM6_PCIE_RX8N,6,Conn0,B50
OAM6_PCIE_RX8P,6,Conn0,B49
OAM6_PCIE_RX9N,6,Conn0,E52
OAM6_PCIE_RX9P,6,Conn0,E51
OAM6_PCIE_TX0N,6,Conn0,L44
OAM6_PCIE_TX0P,6,Conn0,L43
OAM6_PCIE_TX10N,6,Conn0,J52
OAM6_PCIE_TX10P,6,Conn0,J51
OAM6_PCIE_TX11N,6,Conn0,G52
OAM6_PCIE_TX11P,6,Conn0,G51
OAM6_PCIE_TX12N,6,Conn0,K54
OAM6_PCIE_TX12P,6,Conn0,K53
OAM6_PCIE_TX13N,6,Conn0,H54
OAM6_PCIE_TX13P,6,Conn0,H53
OAM6_PCIE_TX14N,6,Conn0,L56
OAM6_PCIE_TX14P,6,Conn0,L55
OAM6_PCIE_TX15N,6,Conn0,J56
OAM6_PCIE_TX15P,6,Conn0,J55
OAM6_PCIE_TX1N,6,Conn0,J44
OAM6_PCIE_TX1P,6,Conn0,J43
OAM6_PCIE_TX2N,6,Conn0,K46
OAM6_PCIE_TX2P,6,Conn0,K45
OAM6_PCIE_TX3N,6,Conn0,H46
OAM6_PCIE_TX3P,6,Conn0,H45
OAM6_PCIE_TX4N,6,Conn0,L48
OAM6_PCIE_TX4P,6,Conn0,L47
OAM6_PCIE_TX5N,6,Conn0,J48
OAM6_PCIE_TX5P,6,Conn0,J47
OAM6_PCIE_TX6N,6,Conn0,G48
OAM6_PCIE_TX6P,6,Conn0,G47
OAM6_PCIE_TX7N,6,Conn0,K50
OAM6_PCIE_TX7P,6,Conn0,K49
OAM6_PCIE_TX8N,6,Conn0,H50
OAM6_PCIE_TX8P,6,Conn0,H49
OAM6_PCIE_TX9N,6,Conn0,L52
OAM6_PCIE_TX9P,6,Conn0,L51
OAM6_PERST#,6,Conn0,D1
OAM6_PE_BIF[0],6,Conn1,B62
OAM6_PE_BIF[1],6,Conn1,B61
OAM6_PE_REFCLKN,6,Conn0,F46
OAM6_PE_REFCLKP,6,Conn0,F45
OAM6_PLINK_CAP,6,Conn1,F57
OAM6_PRSNT0#,6,Conn0,J4
OAM6_PRSNT1#,6,Conn1,C63
OAM6_PVREF,6,Conn0,G1 G2
OAM6_PWRBRK#,6,Conn0,C3
OAM6_PWRRDT#0,6,Conn1,F25
OAM6_PWRRDT#1,6,Conn1,F26
OAM6_SCALE_DEBUG_EN,6,Conn1,G55
OAM6_SLV_ALERT#,6,Conn0,L4
OAM6_SMBus_SLV_CLK,6,Conn0,J3
OAM6_SMBus_SLV_D,6,Conn0,L3
OAM6_THERMTRIP#,6,Conn1,C64
OAM6_UART_RXD,6,Conn0,E4
OAM6_UART_TXD,6,Conn0,E3
OAM6_WARMRST#,6,Conn0,D2
OAM7_AUX_100M_REFCLKN,7,Conn1,F62
OAM7_AUX_100M_REFCLKP,7,Conn1,F61
OAM7_AUX_156M_REFCLKN,7,Conn1,H46
OAM7_AUX_156M_REFCLKP,7,Conn1,H45
OAM7_DEBUG_PORT_PRSNT#,7,Conn1,G56
OAM7_DWN_PERST#,7,Conn1,F58
OAM7_DWN_REFCLKN,7,Conn1,E60
OAM7_DWN_REFCLKP,7,Conn1,E59
OAM7_FW_RECOVERY#,7,Conn0,A4
OAM7_HOST_PWRGD,7,Conn0,H1
OAM7_I2C_CLK,7,Conn0,G4
OAM7_I2C_D,7,Conn0,G3
OAM7_JTAG0_TCK,7,Conn0,F21
OAM7_JTAG0_TDI,7,Conn0,F17
OAM7_JTAG0_TDO,7,Conn0,F25
OAM7_JTAG0_TMS,7,Conn0,F18
OAM7_JTAG0_TRST,7,Conn0,F22
OAM7_JTAG1_TCK,7,Conn1,K61
OAM7_JTAG1_TDI,7,Conn1,J63
OAM7_JTAG1_TDO,7,Conn1,K62
OAM7_JTAG1_TMS,7,Conn1,L60
OAM7_JTAG1_TRST,7,Conn1,L59
OAM7_LINK_CONFIG[0],7,Conn1,F54
OAM7_LINK_CONFIG[1],7,Conn1,F53
OAM7_LINK_CONFIG[2],7,Conn1,F50
OAM7_LINK_CONFIG[3],7,Conn1,F49
OAM7_LINK_CONFIG[4],7,Conn1,F46
OAM7_MANF_MODE#,7,Conn0,A3
OAM7_MODULE_ID[0],7,Conn0,F14
OAM7_MODULE_ID[1],7,Conn0,F13
OAM7_MODULE_ID[2],7,Conn0,F10
OAM7_MODULE_ID[3],7,Conn0,F9
OAM7_MODULE_ID[4],7,Conn0,F6
OAM7_MODULE_PWRGD,7,Conn0,H2
OAM7_PCIE_RX0N,7,Conn0,C44
OAM7_PCIE_RX0P,7,Conn0,C43
OAM7_PCIE_RX10N,7,Conn0,C52
OAM7_PCIE_RX10P,7,Conn0,C51
OAM7_PCIE_RX11N,7,Conn0,A52
OAM7_PCIE_RX11P,7,Conn0,A51
OAM7_PCIE_RX12N,7,Conn0,D54
OAM7_PCIE_RX12P,7,Conn0,D53
OAM7_PCIE_RX13N,7,Conn0,B54
OAM7_PCIE_RX13P,7,Conn0,B53
OAM7_PCIE_RX14N,7,Conn0,C56
OAM7_PCIE_RX14P,7,Conn0,C55
OAM7_PCIE_RX15N,7,Conn0,A56
OAM7_PCIE_RX15P,7,Conn0,A55
OAM7_PCIE_RX1N,7,Conn0,A44
OAM7_PCIE_RX1P,7,Conn0,A43
OAM7_PCIE_RX2N,7,Conn0,D46
OAM7_PCIE_RX2P,7,Conn0,D45
OAM7_PCIE_RX3N,7,Conn0,B46
OAM7_PCIE_RX3P,7,Conn0,B45
OAM7_PCIE_RX4N,7,Conn0,E48
OAM7_PCIE_RX4P,7,Conn0,E47
OAM7_PCIE_RX5N,7,Conn0,C48
OAM7_PCIE_RX5P,7,Conn0,C47
OAM7_PCIE_RX6N,7,Conn0,A48
OAM7_PCIE_RX6P,7,Conn0,A47
OAM7_PCIE_RX7N,7,Conn0,D50
OAM7_PCIE_RX7P,7,Conn0,D49
OAM7_PCIE_RX8N,7,Conn0,B50
OAM7_PCIE_RX8P,7,Conn0,B49
OAM7_PCIE_RX9N,7,Conn0,E52
OAM7_PCIE_RX9P,7,Conn0,E51
OAM7_PCIE_TX0N,7,Conn0,L44
OAM7_PCIE_TX0P,7,Conn0,L43
OAM7_PCIE_TX10N,7,Conn0,J52
OAM7_PCIE_TX10P,7,Conn0,J51
OAM7_PCIE_TX11N,7,Conn0,G52
OAM7_PCIE_TX11P,7,Conn0,G51
OAM7_PCIE_TX12N,7,Conn0,K54
OAM7_PCIE_TX12P,7,Conn0,K53
OAM7_PCIE_TX13N,7,Conn0,H54
OAM7_PCIE_TX13P,7,Conn0,H53
OAM7_PCIE_TX14N,7,Conn0,L56
OAM7_PCIE_TX14P,7,Conn0,L55
OAM7_PCIE_TX15N,7,Conn0,J56
OAM7_PCIE_TX15P,7,Conn0,J55
OAM7_PCIE_TX1N,7,Conn0,J44
OAM7_PCIE_TX1P,7,Conn0,J43
OAM7_PCIE_TX2N,7,Conn0,K46
